unique_id,bank_account
uniqueid_435 x Kenya,0
uniqueid_436 x Kenya,0
uniqueid_437 x Kenya,0
uniqueid_438 x Kenya,0
uniqueid_439 x Kenya,0
uniqueid_440 x Kenya,0
uniqueid_441 x Kenya,0
uniqueid_442 x Kenya,0
uniqueid_443 x Kenya,0
uniqueid_444 x Kenya,0
uniqueid_445 x Kenya,0
uniqueid_446 x Kenya,0
uniqueid_447 x Kenya,0
uniqueid_448 x Kenya,0
uniqueid_449 x Kenya,0
uniqueid_450 x Kenya,0
uniqueid_451 x Kenya,0
uniqueid_452 x Kenya,0
uniqueid_453 x Kenya,0
uniqueid_454 x Kenya,0
uniqueid_455 x Kenya,0
uniqueid_456 x Kenya,0
uniqueid_457 x Kenya,0
uniqueid_458 x Kenya,0
uniqueid_459 x Kenya,0
uniqueid_460 x Kenya,0
uniqueid_461 x Kenya,0
uniqueid_462 x Kenya,0
uniqueid_463 x Kenya,0
uniqueid_464 x Kenya,0
uniqueid_465 x Kenya,0
uniqueid_466 x Kenya,0
uniqueid_467 x Kenya,0
uniqueid_468 x Kenya,0
uniqueid_469 x Kenya,0
uniqueid_470 x Kenya,0
uniqueid_471 x Kenya,0
uniqueid_472 x Kenya,0
uniqueid_473 x Kenya,0
uniqueid_474 x Kenya,0
uniqueid_475 x Kenya,0
uniqueid_476 x Kenya,0
uniqueid_477 x Kenya,0
uniqueid_478 x Kenya,0
uniqueid_479 x Kenya,0
uniqueid_480 x Kenya,0
uniqueid_481 x Kenya,0
uniqueid_482 x Kenya,0
uniqueid_483 x Kenya,0
uniqueid_484 x Kenya,0
uniqueid_485 x Kenya,0
uniqueid_486 x Kenya,0
uniqueid_487 x Kenya,0
uniqueid_488 x Kenya,0
uniqueid_489 x Kenya,0
uniqueid_490 x Kenya,0
uniqueid_491 x Kenya,0
uniqueid_492 x Kenya,0
uniqueid_493 x Kenya,0
uniqueid_494 x Kenya,0
uniqueid_495 x Kenya,0
uniqueid_496 x Kenya,0
uniqueid_497 x Kenya,0
uniqueid_498 x Kenya,0
uniqueid_499 x Kenya,0
uniqueid_500 x Kenya,0
uniqueid_501 x Kenya,0
uniqueid_502 x Kenya,0
uniqueid_503 x Kenya,0
uniqueid_504 x Kenya,0
uniqueid_505 x Kenya,0
uniqueid_506 x Kenya,0
uniqueid_507 x Kenya,0
uniqueid_508 x Kenya,0
uniqueid_509 x Kenya,0
uniqueid_510 x Kenya,0
uniqueid_511 x Kenya,0
uniqueid_512 x Kenya,0
uniqueid_513 x Kenya,0
uniqueid_514 x Kenya,0
uniqueid_515 x Kenya,0
uniqueid_516 x Kenya,0
uniqueid_517 x Kenya,0
uniqueid_518 x Kenya,0
uniqueid_519 x Kenya,0
uniqueid_520 x Kenya,0
uniqueid_521 x Kenya,0
uniqueid_522 x Kenya,0
uniqueid_523 x Kenya,0
uniqueid_524 x Kenya,0
uniqueid_525 x Kenya,0
uniqueid_526 x Kenya,0
uniqueid_527 x Kenya,0
uniqueid_528 x Kenya,0
uniqueid_529 x Kenya,0
uniqueid_530 x Kenya,0
uniqueid_531 x Kenya,0
uniqueid_532 x Kenya,0
uniqueid_533 x Kenya,0
uniqueid_534 x Kenya,0
uniqueid_535 x Kenya,0
uniqueid_536 x Kenya,0
uniqueid_537 x Kenya,0
uniqueid_538 x Kenya,0
uniqueid_539 x Kenya,0
uniqueid_540 x Kenya,0
uniqueid_541 x Kenya,0
uniqueid_542 x Kenya,0
uniqueid_543 x Kenya,0
uniqueid_544 x Kenya,0
uniqueid_545 x Kenya,0
uniqueid_546 x Kenya,0
uniqueid_547 x Kenya,0
uniqueid_548 x Kenya,0
uniqueid_549 x Kenya,0
uniqueid_550 x Kenya,0
uniqueid_551 x Kenya,0
uniqueid_552 x Kenya,0
uniqueid_553 x Kenya,0
uniqueid_554 x Kenya,0
uniqueid_555 x Kenya,0
uniqueid_556 x Kenya,0
uniqueid_557 x Kenya,0
uniqueid_558 x Kenya,0
uniqueid_559 x Kenya,0
uniqueid_560 x Kenya,0
uniqueid_561 x Kenya,0
uniqueid_562 x Kenya,0
uniqueid_563 x Kenya,0
uniqueid_564 x Kenya,0
uniqueid_565 x Kenya,0
uniqueid_566 x Kenya,0
uniqueid_567 x Kenya,0
uniqueid_568 x Kenya,0
uniqueid_569 x Kenya,0
uniqueid_570 x Kenya,0
uniqueid_571 x Kenya,0
uniqueid_572 x Kenya,0
uniqueid_573 x Kenya,0
uniqueid_574 x Kenya,0
uniqueid_575 x Kenya,0
uniqueid_576 x Kenya,0
uniqueid_577 x Kenya,0
uniqueid_578 x Kenya,0
uniqueid_579 x Kenya,0
uniqueid_580 x Kenya,0
uniqueid_581 x Kenya,0
uniqueid_582 x Kenya,0
uniqueid_583 x Kenya,0
uniqueid_584 x Kenya,0
uniqueid_585 x Kenya,0
uniqueid_586 x Kenya,0
uniqueid_587 x Kenya,0
uniqueid_588 x Kenya,0
uniqueid_589 x Kenya,0
uniqueid_590 x Kenya,0
uniqueid_591 x Kenya,0
uniqueid_592 x Kenya,0
uniqueid_593 x Kenya,0
uniqueid_594 x Kenya,0
uniqueid_595 x Kenya,0
uniqueid_596 x Kenya,0
uniqueid_597 x Kenya,0
uniqueid_598 x Kenya,0
uniqueid_599 x Kenya,0
uniqueid_600 x Kenya,0
uniqueid_601 x Kenya,0
uniqueid_602 x Kenya,0
uniqueid_603 x Kenya,0
uniqueid_604 x Kenya,0
uniqueid_605 x Kenya,0
uniqueid_606 x Kenya,0
uniqueid_607 x Kenya,0
uniqueid_608 x Kenya,0
uniqueid_609 x Kenya,0
uniqueid_610 x Kenya,0
uniqueid_611 x Kenya,0
uniqueid_612 x Kenya,0
uniqueid_613 x Kenya,0
uniqueid_614 x Kenya,0
uniqueid_615 x Kenya,0
uniqueid_616 x Kenya,0
uniqueid_617 x Kenya,0
uniqueid_618 x Kenya,0
uniqueid_619 x Kenya,0
uniqueid_620 x Kenya,0
uniqueid_621 x Kenya,0
uniqueid_622 x Kenya,0
uniqueid_623 x Kenya,0
uniqueid_624 x Kenya,0
uniqueid_625 x Kenya,0
uniqueid_626 x Kenya,0
uniqueid_627 x Kenya,0
uniqueid_628 x Kenya,0
uniqueid_629 x Kenya,0
uniqueid_630 x Kenya,0
uniqueid_631 x Kenya,0
uniqueid_632 x Kenya,0
uniqueid_633 x Kenya,0
uniqueid_634 x Kenya,0
uniqueid_635 x Kenya,0
uniqueid_636 x Kenya,0
uniqueid_637 x Kenya,0
uniqueid_638 x Kenya,0
uniqueid_639 x Kenya,0
uniqueid_640 x Kenya,0
uniqueid_641 x Kenya,0
uniqueid_642 x Kenya,0
uniqueid_643 x Kenya,0
uniqueid_644 x Kenya,0
uniqueid_645 x Kenya,0
uniqueid_646 x Kenya,0
uniqueid_647 x Kenya,0
uniqueid_648 x Kenya,0
uniqueid_649 x Kenya,0
uniqueid_650 x Kenya,0
uniqueid_651 x Kenya,0
uniqueid_652 x Kenya,0
uniqueid_653 x Kenya,0
uniqueid_654 x Kenya,0
uniqueid_655 x Kenya,0
uniqueid_656 x Kenya,0
uniqueid_657 x Kenya,0
uniqueid_658 x Kenya,0
uniqueid_659 x Kenya,0
uniqueid_660 x Kenya,0
uniqueid_661 x Kenya,0
uniqueid_662 x Kenya,0
uniqueid_663 x Kenya,0
uniqueid_664 x Kenya,0
uniqueid_665 x Kenya,0
uniqueid_666 x Kenya,0
uniqueid_667 x Kenya,0
uniqueid_668 x Kenya,0
uniqueid_669 x Kenya,0
uniqueid_670 x Kenya,0
uniqueid_671 x Kenya,0
uniqueid_672 x Kenya,0
uniqueid_673 x Kenya,0
uniqueid_674 x Kenya,0
uniqueid_675 x Kenya,0
uniqueid_676 x Kenya,0
uniqueid_677 x Kenya,0
uniqueid_678 x Kenya,0
uniqueid_679 x Kenya,0
uniqueid_680 x Kenya,0
uniqueid_681 x Kenya,0
uniqueid_682 x Kenya,0
uniqueid_683 x Kenya,0
uniqueid_684 x Kenya,0
uniqueid_685 x Kenya,0
uniqueid_686 x Kenya,0
uniqueid_687 x Kenya,0
uniqueid_688 x Kenya,0
uniqueid_689 x Kenya,0
uniqueid_690 x Kenya,0
uniqueid_691 x Kenya,0
uniqueid_692 x Kenya,0
uniqueid_693 x Kenya,0
uniqueid_694 x Kenya,0
uniqueid_695 x Kenya,0
uniqueid_696 x Kenya,0
uniqueid_697 x Kenya,0
uniqueid_698 x Kenya,0
uniqueid_699 x Kenya,0
uniqueid_700 x Kenya,0
uniqueid_701 x Kenya,0
uniqueid_702 x Kenya,0
uniqueid_703 x Kenya,0
uniqueid_704 x Kenya,0
uniqueid_705 x Kenya,0
uniqueid_706 x Kenya,0
uniqueid_707 x Kenya,0
uniqueid_708 x Kenya,0
uniqueid_709 x Kenya,0
uniqueid_710 x Kenya,0
uniqueid_711 x Kenya,0
uniqueid_712 x Kenya,0
uniqueid_713 x Kenya,0
uniqueid_714 x Kenya,0
uniqueid_715 x Kenya,0
uniqueid_716 x Kenya,0
uniqueid_717 x Kenya,0
uniqueid_718 x Kenya,0
uniqueid_719 x Kenya,0
uniqueid_720 x Kenya,0
uniqueid_721 x Kenya,0
uniqueid_722 x Kenya,0
uniqueid_723 x Kenya,0
uniqueid_724 x Kenya,0
uniqueid_725 x Kenya,0
uniqueid_726 x Kenya,0
uniqueid_727 x Kenya,0
uniqueid_728 x Kenya,0
uniqueid_729 x Kenya,0
uniqueid_730 x Kenya,0
uniqueid_731 x Kenya,0
uniqueid_732 x Kenya,0
uniqueid_733 x Kenya,0
uniqueid_734 x Kenya,0
uniqueid_735 x Kenya,0
uniqueid_736 x Kenya,0
uniqueid_737 x Kenya,0
uniqueid_738 x Kenya,0
uniqueid_739 x Kenya,0
uniqueid_740 x Kenya,0
uniqueid_741 x Kenya,0
uniqueid_742 x Kenya,0
uniqueid_743 x Kenya,0
uniqueid_744 x Kenya,0
uniqueid_745 x Kenya,0
uniqueid_746 x Kenya,0
uniqueid_747 x Kenya,0
uniqueid_748 x Kenya,0
uniqueid_749 x Kenya,0
uniqueid_750 x Kenya,0
uniqueid_751 x Kenya,0
uniqueid_752 x Kenya,0
uniqueid_753 x Kenya,0
uniqueid_754 x Kenya,0
uniqueid_755 x Kenya,0
uniqueid_756 x Kenya,0
uniqueid_757 x Kenya,0
uniqueid_758 x Kenya,0
uniqueid_759 x Kenya,0
uniqueid_760 x Kenya,0
uniqueid_761 x Kenya,0
uniqueid_762 x Kenya,0
uniqueid_763 x Kenya,0
uniqueid_764 x Kenya,0
uniqueid_765 x Kenya,0
uniqueid_766 x Kenya,0
uniqueid_767 x Kenya,0
uniqueid_768 x Kenya,0
uniqueid_769 x Kenya,0
uniqueid_770 x Kenya,0
uniqueid_771 x Kenya,0
uniqueid_772 x Kenya,0
uniqueid_773 x Kenya,0
uniqueid_774 x Kenya,0
uniqueid_775 x Kenya,0
uniqueid_776 x Kenya,0
uniqueid_777 x Kenya,0
uniqueid_778 x Kenya,0
uniqueid_779 x Kenya,0
uniqueid_780 x Kenya,0
uniqueid_781 x Kenya,0
uniqueid_782 x Kenya,0
uniqueid_783 x Kenya,0
uniqueid_784 x Kenya,0
uniqueid_785 x Kenya,0
uniqueid_786 x Kenya,0
uniqueid_787 x Kenya,0
uniqueid_788 x Kenya,0
uniqueid_789 x Kenya,0
uniqueid_790 x Kenya,0
uniqueid_791 x Kenya,0
uniqueid_792 x Kenya,0
uniqueid_793 x Kenya,0
uniqueid_794 x Kenya,0
uniqueid_795 x Kenya,0
uniqueid_796 x Kenya,0
uniqueid_797 x Kenya,0
uniqueid_798 x Kenya,0
uniqueid_799 x Kenya,0
uniqueid_800 x Kenya,0
uniqueid_801 x Kenya,0
uniqueid_802 x Kenya,0
uniqueid_803 x Kenya,0
uniqueid_804 x Kenya,0
uniqueid_805 x Kenya,0
uniqueid_806 x Kenya,0
uniqueid_807 x Kenya,0
uniqueid_808 x Kenya,0
uniqueid_809 x Kenya,0
uniqueid_810 x Kenya,0
uniqueid_811 x Kenya,0
uniqueid_812 x Kenya,0
uniqueid_813 x Kenya,0
uniqueid_814 x Kenya,0
uniqueid_815 x Kenya,0
uniqueid_816 x Kenya,0
uniqueid_817 x Kenya,0
uniqueid_818 x Kenya,0
uniqueid_819 x Kenya,0
uniqueid_820 x Kenya,0
uniqueid_821 x Kenya,0
uniqueid_822 x Kenya,0
uniqueid_823 x Kenya,0
uniqueid_824 x Kenya,0
uniqueid_825 x Kenya,0
uniqueid_826 x Kenya,0
uniqueid_827 x Kenya,0
uniqueid_828 x Kenya,0
uniqueid_829 x Kenya,0
uniqueid_830 x Kenya,0
uniqueid_831 x Kenya,0
uniqueid_832 x Kenya,0
uniqueid_833 x Kenya,0
uniqueid_834 x Kenya,0
uniqueid_835 x Kenya,0
uniqueid_836 x Kenya,0
uniqueid_837 x Kenya,0
uniqueid_838 x Kenya,0
uniqueid_839 x Kenya,0
uniqueid_840 x Kenya,0
uniqueid_841 x Kenya,0
uniqueid_842 x Kenya,0
uniqueid_843 x Kenya,0
uniqueid_844 x Kenya,0
uniqueid_845 x Kenya,0
uniqueid_846 x Kenya,0
uniqueid_847 x Kenya,0
uniqueid_848 x Kenya,0
uniqueid_849 x Kenya,0
uniqueid_850 x Kenya,0
uniqueid_851 x Kenya,0
uniqueid_852 x Kenya,0
uniqueid_853 x Kenya,0
uniqueid_854 x Kenya,0
uniqueid_855 x Kenya,0
uniqueid_856 x Kenya,0
uniqueid_857 x Kenya,0
uniqueid_858 x Kenya,0
uniqueid_859 x Kenya,0
uniqueid_860 x Kenya,0
uniqueid_861 x Kenya,0
uniqueid_862 x Kenya,0
uniqueid_863 x Kenya,0
uniqueid_864 x Kenya,0
uniqueid_865 x Kenya,0
uniqueid_866 x Kenya,0
uniqueid_867 x Kenya,0
uniqueid_868 x Kenya,0
uniqueid_869 x Kenya,0
uniqueid_870 x Kenya,0
uniqueid_871 x Kenya,0
uniqueid_872 x Kenya,0
uniqueid_873 x Kenya,0
